name,category_list,funding_total_usd,country_code,state_code,founded_at,funding_rounds,first_funding_at,last_funding_at,status_binary
Tatara Systems,['Mobile'],42000000.0,USA,MA,2001-01-01 00:00:00.000000000,6,2003-03-17,2010-06-22,1
TaxiForSure.com,"['Automotive', 'Transportation']",44000000.0,IND,19,2011-06-01 00:00:00.000000000,4,2012-05-25,2014-08-20,1
Taxon Biosciences,"['Agriculture', 'Clean Energy', 'Life Sciences']",9100000.0,USA,CA,2000-01-01 00:00:00.000000000,1,2013-11-01,2013-11-01,1
TaxBestimates,"['Finance', 'Financial Services', 'Software']",15515606.656651298,SGP,unknown,2015-05-01 00:00:00.000000000,1,2015-06-01,2015-06-01,0
TBi Connect,['Software'],671226.0,GBR,E6,2000-01-01 00:00:00.000000000,1,2007-12-07,2007-12-07,0
TDX,"['Analytics', 'Customer Service', 'Debt Collecting', 'Financial Services']",21214175.002838995,GBR,J8,2004-01-01 00:00:00.000000000,1,2013-01-01,2013-01-01,1
Teach.com,"['EdTech', 'Education']",10600000.0,USA,IL,1995-05-19 13:31:02.880490288,2,1999-08-30,2000-02-15,1
Teachbase,"['Education', 'Internet', 'SaaS']",288000.0,RUS,48,2008-06-21 13:31:02.880490288,2,2012-10-02,2012-10-02,0
TeachStreet,"['All Students', 'Charter Schools', 'Education', 'Teachers']",3450000.0,USA,WA,2007-06-05 00:00:00.000000000,3,2007-01-01,2009-05-27,1
Teach The People,"['Education', 'Facebook Applications']",300000.0,SGP,unknown,2007-01-01 00:00:00.000000000,1,2007-01-01,2007-01-01,0
Tealeaf,"['Internet', 'Software', 'Technology', 'Usability']",20000000.0,USA,CA,1997-04-10 00:00:00.000000000,2,2002-09-18,2004-05-25,1
Team Apart,"['Collaboration', 'Information Technology', 'Software']",15515606.656651298,SGP,unknown,2008-08-01 00:00:00.000000000,1,2008-06-01,2008-06-01,0
Team My Mobile,"['Android', 'Mobile', 'Web Development']",23740919.75,TUR,17,2010-08-01 00:00:00.000000000,1,2010-02-10,2010-02-10,0
Team Software Innovations Inc.,"['Internet', 'Sports', 'Technology']",41358853.86867132,USA,FL,2014-01-01 00:00:00.000000000,1,2015-07-01,2015-07-01,0
Teamo.ru,['Curated Web'],2300000.0,RUS,48,2011-01-01 00:00:00.000000000,2,2012-03-01,2012-11-01,0
Teamsquare,"['Business Development', 'Design', 'Startups']",268357.0,AUS,7,2013-02-04 00:00:00.000000000,1,2015-06-09,2015-06-09,0
TeamStreamz,['Curated Web'],80000.0,USA,UT,2006-12-10 00:00:00.000000000,1,2007-01-10,2007-01-10,0
TearLab Corporation,"['Hardware + Software', 'Health and Wellness']",54597734.0,USA,CA,2003-01-01 00:00:00.000000000,6,2009-09-10,2015-10-23,1
Tech urSelf,['Software'],60000.0,USA,CA,2011-01-01 00:00:00.000000000,2,2011-09-14,2013-11-20,0
Tech2000,['Software'],3000000.0,USA,VA,1991-01-01 00:00:00.000000000,1,2015-09-18,2015-09-18,1
TechFaith Wireless Technology,"['Business Services', 'Hardware', 'Hardware + Software', 'Mobile']",38139999.0,CHN,22,2002-01-01 00:00:00.000000000,3,2004-04-01,2009-05-19,1
TechForward,['Hardware + Software'],7760000.0,USA,CA,2005-08-15 00:00:00.000000000,5,2007-04-26,2011-02-07,1
Techgenia,"['Internet', 'Services', 'Technology']",1360000.0,ITA,18,2003-01-18 13:31:02.880490288,1,2007-05-01,2007-05-01,0
Technitrol,['Hardware + Software'],42352200.0,USA,PA,2006-05-23 13:31:02.880490288,1,2010-09-03,2010-09-03,0
Technology Builders,['Software'],6100000.0,SGP,unknown,1995-09-17 13:31:02.880490288,1,1999-12-29,1999-12-29,0
Techonline,['Internet'],7500000.0,SGP,unknown,1996-11-09 13:31:02.880490288,1,2001-02-20,2001-02-20,0
Techoz,['Consulting'],50000.0,SGP,unknown,2009-09-09 00:00:00.000000000,1,2009-09-09,2009-09-09,0
TechTarget,"['Business Services', 'Enterprise Software']",85000000.0,USA,MA,1999-01-01 00:00:00.000000000,2,2004-06-07,2004-12-21,1
TechTrader,['Internet'],19000000.0,SGP,unknown,1996-03-05 13:31:02.880490288,1,2000-06-16,2000-06-16,0
Techtran Group,"['Consulting', 'Services', 'Technology']",3733502.58545054,GBR,H3,2000-04-07 13:31:02.880490288,1,2004-07-19,2004-07-19,1
Techwell,"['Security', 'Technology', 'Video Processing']",20000000.0,USA,CA,1999-06-29 13:31:02.880490288,1,2003-10-10,2003-10-10,1
Tecnoblu,"['Design', 'Manufacturing', 'Textiles']",3425774.0,BRA,26,2008-04-20 13:31:02.880490288,1,2012-08-01,2012-08-01,0
Tecogen,['Clean Technology'],18100000.0,USA,MA,2007-04-02 13:31:02.880490288,4,2011-07-14,2015-08-05,1
Coachademy,"['Apps', 'Corporate Wellness', 'Mobile']",84732.0,NLD,7,2014-01-01 00:00:00.000000000,1,2015-04-13,2015-04-13,0
TeeBeeDee,['Social Media'],4800000.0,USA,CA,2003-04-20 13:31:02.880490288,1,2007-08-01,2007-08-01,0
teextee,"['Messaging', 'Social Network Media', 'Video Chat']",14402.0,SGP,unknown,2010-07-28 00:00:00.000000000,1,2011-08-28,2011-08-28,0
Teez.mobi,"['Advertising', 'App Marketing', 'Mobile', 'QR Codes']",28176.0,GBR,H9,2011-06-16 00:00:00.000000000,1,2011-06-16,2011-06-16,0
Tehnologii obratnyh zadach,"['Artificial Intelligence', 'Computers', 'New Technologies']",850000.0,RUS,unknown,2008-03-16 13:31:02.880490288,1,2012-06-27,2012-06-27,0
Teikhos Tech,['Software'],446000.0,ESP,51,2003-03-20 13:31:02.880490288,1,2007-07-01,2007-07-01,0
Teknovus,['Semiconductors'],62600000.0,USA,CA,2001-01-01 00:00:00.000000000,5,2002-01-01,2009-11-16,1
TekTrak,['Mobile'],600000.0,USA,CA,2010-03-01 00:00:00.000000000,2,2010-06-01,2010-11-01,0
Teladoc,['Health and Wellness'],74250103.0,USA,TX,2002-01-01 00:00:00.000000000,5,2008-06-04,2014-09-18,1
Telanetix,['Mobile'],12000000.0,USA,WA,2004-09-04 13:31:02.880490288,2,2008-12-16,2010-07-02,1
TelASIC Communications,['Public Relations'],73500000.0,USA,CA,2001-01-01 00:00:00.000000000,3,2003-10-03,2007-09-07,0
Telebit,"['Designers', 'Manufacturing', 'Services']",41358853.86867132,USA,MA,1984-01-01 00:00:00.000000000,1,1986-06-20,1986-06-20,1
TeleCIS Wireless,['Semiconductors'],10000000.0,USA,CA,2000-01-01 00:00:00.000000000,1,2006-01-01,2006-01-01,1
Telecoast Communications,['Web Hosting'],300000.0,USA,CA,2005-04-05 13:31:02.880490288,1,2009-07-17,2009-07-17,0
Telecom Italia,"['Internet', 'Web Hosting']",5814700.0,ITA,9,1908-01-01 00:00:00.000000000,2,2013-08-25,2014-02-21,1
TeleCommunication Systems,['Mobile'],150450000.0,USA,MD,1987-01-01 00:00:00.000000000,11,2004-10-26,2013-01-11,1
Teledata Networks,"['Internet', 'Service Providers', 'Telecommunications']",19000000.0,NLD,7,2000-12-09 13:31:02.880490288,1,2005-03-22,2005-03-22,1
TeleFlip,"['Messaging', 'SMS']",4900000.0,USA,CA,2004-01-01 00:00:00.000000000,2,2006-08-01,2008-01-01,0
Telefonica,"['Networking', 'Public Relations', 'Telecommunications']",743000000.0,ESP,29,1924-01-01 00:00:00.000000000,1,2013-09-09,2013-09-09,1
Telegent Systems,['Semiconductors'],35000000.0,USA,CA,2004-01-01 00:00:00.000000000,2,2005-10-01,2007-08-22,1
TeleKnowledge Group,"['Customer Service', 'Services', 'Software']",35000000.0,USA,MA,1996-07-12 13:31:02.880490288,2,2000-10-23,2002-09-13,1
Telemedicine Clinic,"['Health Care Information Technology', 'Health Diagnostics', 'Hospitals']",9711297.0130825,ESP,56,2002-01-01 00:00:00.000000000,2,2005-07-01,2007-09-13,1
Telephia,"['Distribution', 'Manufacturing', 'Mobile Devices', 'Telecommunications', 'Wireless']",38000000.0,USA,CA,1997-07-25 13:31:02.880490288,1,2001-11-05,2001-11-05,1
Telera,['Software'],41358853.86867132,USA,CA,1998-08-01 00:00:00.000000000,4,1998-09-03,2000-11-02,0
Telerik,"['Application Platforms', 'Cloud Data Services', 'Mobile Software Tools', 'Software']",210179.5,BGR,42,2002-01-01 00:00:00.000000000,1,2008-08-25,2008-08-25,1
Telesphere Networks,"['Messaging', 'VoIP', 'Wireless']",48260819.0,USA,AZ,2000-01-01 00:00:00.000000000,5,2007-08-31,2010-10-12,1
Telespree,"['Software', 'Telecommunications', 'Wireless']",27628852.0,USA,CA,1998-01-01 00:00:00.000000000,3,2000-11-14,2010-12-30,1
Telestream,"['Software', 'Television', 'Video', 'Video Streaming']",54321090.0,USA,CA,1998-01-01 00:00:00.000000000,1,2012-01-18,2012-01-18,1
Teleus,"['Media', 'Mobile', 'Publishing']",100000.0,RUS,unknown,2007-09-20 13:31:02.880490288,1,2012-01-01,2012-01-01,0
Telik,['Biotechnology'],4581250.0,USA,CA,2010-02-08 13:31:02.880490288,1,2014-05-22,2014-05-22,1
Telinet,['Web Hosting'],21720000.0,GBR,H9,2004-02-21 13:31:02.880490288,1,2008-06-03,2008-06-03,1
Telisma,['Software'],5260000.0,FRA,A8,2000-01-01 00:00:00.000000000,2,2006-01-16,2007-05-29,1
Telit Wireless Solutions,"['Communications Infrastructure', 'Wireless']",25500000.0,ITA,6,1986-01-01 00:00:00.000000000,2,2011-02-14,2014-05-29,1
unknown,['Startups'],25000.0,USA,OR,2011-10-01 00:00:00.000000000,1,2012-03-01,2012-03-01,0
Tell-a-Pal,"['Internet Marketing', 'Software']",35950000.0,USA,CA,2009-10-01 00:00:00.000000000,7,2009-04-01,2013-12-10,0
TellApart,"['Analytics', 'Big Data']",17750000.0,USA,CA,2009-07-01 00:00:00.000000000,3,2009-07-17,2011-06-13,1
Telligent Systems,"['Blogging Platforms', 'Collaboration', 'Forums', 'Networking', 'Photography', 'SEO', 'Software', 'Web Development']",36275000.0,USA,TX,2004-06-01 00:00:00.000000000,5,2008-09-23,2013-07-25,1
Tellme,['Mobile'],6000000.0,USA,CA,1999-01-01 00:00:00.000000000,1,1999-06-01,1999-06-01,1
Tello,['Curated Web'],4700000.0,USA,CA,2010-02-02 00:00:00.000000000,3,2010-07-31,2012-02-28,1
Tellwiki,['Curated Web'],41358853.86867132,USA,NE,2008-02-01 00:00:00.000000000,1,2008-01-01,2008-01-01,0
Telovations,['Web Hosting'],14358472.0,USA,FL,2006-02-01 00:00:00.000000000,4,2006-04-15,2010-01-07,1
Telsima,['Curated Web'],95000000.0,USA,CA,2001-09-02 13:31:02.880490288,3,2005-12-14,2007-07-01,0
Telvent Git,"['Information Technology', 'Services', 'Software', 'Technology']",103000008.0,ESP,29,1963-01-01 00:00:00.000000000,1,2008-11-13,2008-11-13,1
Telx,['Web Hosting'],43500000.0,USA,NY,2000-01-01 00:00:00.000000000,1,2009-06-03,2009-06-03,1
Temnos,['Enterprise Software'],1500000.0,USA,CA,2013-09-01 00:00:00.000000000,1,2013-09-12,2013-09-12,0
Tempi.do,"['Apps', 'Mobile', 'Portals', 'Recruiting']",100000.0,SGP,unknown,2013-09-01 00:00:00.000000000,1,2014-06-10,2014-06-10,0
TempMine,"['Curated Web', 'Finance', 'Recruiting']",18000.0,USA,MA,2009-01-01 00:00:00.000000000,1,2009-09-11,2009-09-11,0
Tempo AI,"['Apps', 'Artificial Intelligence', 'Machine Learning', 'Mobile']",12500000.0,USA,CA,2011-08-01 00:00:00.000000000,2,2011-12-01,2013-06-20,1
Tempo Creative,"['Search Marketing', 'SEO', 'Social Media Marketing', 'Web Design', 'Web Development']",700000.0,USA,AZ,2001-08-21 00:00:00.000000000,2,2002-03-07,2009-05-15,0
Tempo Payments,['Software'],19800000.0,USA,CA,2000-01-01 00:00:00.000000000,4,2005-09-13,2009-08-10,0
Tempolib,"['Advertising', 'Mobile']",235800.0,FRA,B8,2009-03-01 00:00:00.000000000,1,2008-01-01,2008-01-01,0
TenantCloud,"['Property Management', 'Real Estate', 'Services']",1200000.0,USA,TX,2014-11-01 00:00:00.000000000,2,2014-11-01,2015-02-01,0
Tenaxis Medical,['Health Care'],28277366.0,USA,CA,2004-01-01 00:00:00.000000000,8,2007-08-14,2014-02-04,1
Tencent Holdings,"['Curated Web', 'Entertainment', 'Internet', 'Internet Marketing', 'Media', 'Mobile']",220000.0,CHN,30,1998-11-01 00:00:00.000000000,2,2000-04-01,2001-05-01,1
Tencho Technology,['Enterprise Software'],14650000.0,CHN,5,2005-07-09 13:31:02.880490288,1,2009-10-20,2009-10-20,0
Tenders.es,['Local Businesses'],340966.0,ESP,29,2009-04-08 00:00:00.000000000,1,2009-01-01,2009-01-01,1
TenderTree,['Curated Web'],1300000.0,USA,CA,2008-08-03 13:31:02.880490288,1,2012-11-14,2012-11-14,0
Tendyne Holdings,['Biotechnology'],37476197.0,USA,MN,2009-02-06 13:31:02.880490288,3,2013-05-20,2014-04-09,1
Tengion,['Biotechnology'],297263531.0,USA,PA,2003-01-01 00:00:00.000000000,8,2005-08-03,2013-08-07,1
TenMarks Education,['Education'],4820000.0,USA,CA,2009-01-01 00:00:00.000000000,4,2009-02-26,2011-09-16,1
Tenrox,['Software'],3900000.0,USA,TX,1995-01-01 00:00:00.000000000,1,2005-11-01,2005-11-01,1
Tensilica,['Software'],10451998.0,USA,CA,1997-01-01 00:00:00.000000000,1,2010-09-02,2010-09-02,1
Tensorcom,['Semiconductors'],19000000.0,USA,CA,2006-01-01 00:00:00.000000000,3,2011-04-01,2014-04-22,0
tenXer,"['Gamification', 'Software']",4700000.0,USA,CA,2011-09-01 00:00:00.000000000,2,2011-09-01,2012-08-28,1
Teracent,['Advertising'],5800000.0,USA,CA,2002-09-20 13:31:02.880490288,2,2007-01-01,2009-03-18,1
Teraco Data Environments,['Web Hosting'],40530000.0,ZAF,unknown,2007-01-01 00:00:00.000000000,2,2009-07-13,2015-01-27,1
Teranetics,['Semiconductors'],63047100.0,USA,CA,2000-01-01 00:00:00.000000000,4,2006-11-21,2010-05-27,1
Teranode,['Software'],10400000.0,USA,WA,2002-01-01 00:00:00.000000000,2,2005-09-12,2009-10-02,0
Tercica,['Biotechnology'],148500000.0,USA,CA,2002-01-01 00:00:00.000000000,4,2002-03-27,2007-07-06,1
Terion,"['Services', 'Telecommunications', 'Wireless']",10800000.0,USA,TX,1998-05-26 13:31:02.880490288,1,2002-09-06,2002-09-06,0
TermSync,['Enterprise Software'],2873000.0,USA,WI,2007-07-01 13:31:02.880490288,2,2011-10-12,2012-08-09,1
Terra-Gen Power,['Clean Technology'],1200000000.0,USA,NY,2006-04-09 13:31:02.880490288,1,2010-07-21,2010-07-21,1
Terracotta,['Software'],28999999.0,USA,CA,2003-01-01 00:00:00.000000000,4,2004-06-06,2009-06-26,1
TerraForm Energy,"['Renewable Energies', 'Solar']",175000000.0,USA,MD,2014-01-01 00:00:00.000000000,1,2015-05-13,2015-05-13,1
Terraplay Systems,['Games'],6994007.0,SWE,26,2000-01-01 00:00:00.000000000,2,2003-04-14,2006-04-10,1
TerraSky,['Enterprise Software'],30231624.082057405,JPN,40,2008-06-29 13:31:02.880490288,2,2012-10-10,2014-10-09,1
TerraWi,['Software'],2100000.0,USA,VA,2008-04-11 13:31:02.880490288,1,2012-07-23,2012-07-23,0
TerraX Minerals,['Clean Technology'],675000.0,CAN,BC,2007-01-01 00:00:00.000000000,1,2014-02-12,2014-02-12,0
TESARO,"['Biotechnology', 'Health Care']",252000000.0,USA,MA,2010-03-01 00:00:00.000000000,3,2010-05-28,2013-03-06,1
Tesco,['Enterprise Software'],34610561.0,GBR,F7,1919-01-01 00:00:00.000000000,2,2009-07-30,2010-07-15,1
Tesla Motors,"['Automotive', 'Clean Technology']",823000000.0,USA,CA,2003-01-01 00:00:00.000000000,11,2004-04-01,2012-10-10,1
Tessella,['Consulting'],27941779.0,GBR,K2,2008-04-11 13:31:02.880490288,1,2012-07-23,2012-07-23,1
Tessera Technologies,['Semiconductors'],5180000.0,USA,CA,1990-01-01 00:00:00.000000000,1,2000-06-01,2000-06-01,1
testhub,"['Apps', 'Information Services', 'Information Technology', 'Security']",41358853.86867132,USA,MA,2012-01-01 00:00:00.000000000,2,2012-02-27,2013-07-29,1
TestPlant,['Software'],2564000.0,GBR,H9,2008-04-01 00:00:00.000000000,2,2008-09-08,2009-01-09,0
TestQuest,['Software'],7500000.0,USA,MN,1983-01-01 00:00:00.000000000,1,2005-11-01,2005-11-01,1
Tethys BioScience,['Biotechnology'],30400000.0,USA,CA,2002-01-01 00:00:00.000000000,3,2005-10-31,2009-11-09,0
Tetra Tech,['Consulting'],69000000.0,USA,CA,1966-01-01 00:00:00.000000000,1,2009-10-09,2009-10-09,1
TetraLogic Pharmaceuticals,"['Biotechnology', 'Health Care']",73000000.0,USA,PA,2005-12-11 13:31:02.880490288,6,2010-03-24,2012-12-13,1
Tetraphase Pharmaceuticals,"['Biotechnology', 'Health Care']",80040000.0,USA,MA,2002-08-16 13:31:02.880490288,4,2006-11-27,2010-06-01,1
TetraVitae Bioscience,['Clean Technology'],9168528.0,USA,IL,2004-08-19 13:31:02.880490288,2,2008-11-30,2010-10-14,1
Texas Instruments,['Semiconductors'],25500000.0,USA,TX,1930-01-01 00:00:00.000000000,3,2005-08-01,2009-07-23,1
Texert,['Enterprise Software'],3000000.0,USA,TX,2007-01-01 00:00:00.000000000,1,2008-10-21,2008-10-21,0
TurnStar,"['Restaurants', 'Software']",25000.0,USA,MA,2009-09-03 00:00:00.000000000,1,2011-01-14,2011-01-14,0
Texterity,"['B2B', 'Curated Web', 'Digital Media', 'News']",41358853.86867132,USA,MA,1990-01-01 00:00:00.000000000,1,2000-01-02,2000-01-02,1
Textic,"['Mobile', 'Software']",389652.0,GBR,P9,2005-01-01 00:00:00.000000000,1,2008-06-17,2008-06-17,1
Textingly,['Messaging'],650000.0,USA,NY,2010-01-01 00:00:00.000000000,1,2010-08-01,2010-08-01,0
TextPayMe,['Messaging'],41358853.86867132,USA,WA,2005-12-01 00:00:00.000000000,1,2005-12-01,2005-12-01,1
Swyft Media,"['Advertising', 'Advertising Networks', 'Brand Marketing', 'Messaging', 'Mobile', 'Social Media']",1000000.0,USA,NY,2012-03-01 00:00:00.000000000,1,2013-11-20,2013-11-20,1
textunes,"['Android', 'Apps', 'iPhone', 'Mobile', 'Publishing']",15515606.656651298,SGP,unknown,2009-04-01 00:00:00.000000000,1,2010-01-01,2010-01-01,1
Textura,['Software'],6750000.0,USA,IL,2004-01-01 00:00:00.000000000,1,2013-02-28,2013-02-28,1
TextureMedia,['Curated Web'],1200000.0,USA,TX,2007-01-01 00:00:00.000000000,1,2011-06-22,2011-06-22,1
TFS Technology,"['Infrastructure', 'Services', 'Technology']",3000000.0,USA,VA,2000-06-26 13:31:02.880490288,1,2004-10-07,2004-10-07,0
TG Publishing,"['Internet', 'News', 'Software']",41358853.86867132,USA,CA,1995-08-03 13:31:02.880490288,1,1999-11-14,1999-11-14,1
TG Therapeutics,['Biotechnology'],25000000.0,USA,NY,2007-11-18 13:31:02.880490288,1,2012-02-29,2012-02-29,1
TGS Knee Innovations,['Biotechnology'],2132250.0,USA,MN,2005-11-07 13:31:02.880490288,2,2010-02-18,2011-05-20,0
TGV Software,"['Networking', 'Software', 'Web Browsers']",41358853.86867132,USA,CA,1988-01-01 00:00:00.000000000,1,1993-12-02,1993-12-02,1
Thap!,"['Governments', 'Health Care', 'Services']",8000000.0,SGP,unknown,1996-05-12 13:31:02.880490288,1,2000-08-23,2000-08-23,0
That's Solar,"['Clean Energy', 'Clean Technology', 'Green', 'Renewable Energies', 'Solar']",4200000.0,USA,CA,2011-01-01 00:00:00.000000000,1,2011-04-12,2011-04-12,0
The 5th Base,['Curated Web'],2500.0,SGP,unknown,2005-02-01 00:00:00.000000000,1,2010-06-15,2010-06-15,0
The Advisory Board Company,"['Biotechnology', 'Health Care', 'Hospitals']",41358853.86867132,USA,DC,1979-01-01 00:00:00.000000000,1,2007-11-27,2007-11-27,1
The Beauty Tribe,"['Beauty', 'Cosmetics', 'Curated Web', 'Social Media']",100000.0,DEU,2,2010-05-01 00:00:00.000000000,1,2010-04-01,2010-04-01,0
The Carrot Company,['Human Resources'],21214175.002838995,GBR,A7,2002-06-20 13:31:02.880490288,1,2006-10-01,2006-10-01,1
The Climate Corporation,"['Agriculture', 'Finance', 'FinTech', 'News', 'Risk Management']",108800000.0,USA,CA,2006-01-01 00:00:00.000000000,4,2007-01-01,2012-06-14,1
The Daily Hundred,"['Advertising', 'Gamification', 'Mobile', 'Photography', 'Sales and Marketing', 'Small and Medium Businesses', 'Social Media Marketing']",1050000.0,USA,FL,2012-04-01 00:00:00.000000000,3,2012-09-01,2013-09-09,0
The DoBand Campaign,"['Charity', 'Curated Web', 'Social Network Media']",63500.0,USA,NY,2010-06-28 00:00:00.000000000,2,2010-01-01,2010-06-01,0
The Dolan Company,"['Legal', 'Publishing']",2623840.0,USA,MN,1992-05-01 00:00:00.000000000,1,2010-01-08,2010-01-08,1
The Echo Nest,"['Developer APIs', 'Ediscovery', 'Music', 'Personalization', 'Reviews and Recommendations', 'Search']",25609989.0,USA,MA,2005-07-14 00:00:00.000000000,4,2008-09-09,2012-07-12,1
The Echo System,"['Advertising', 'Apps', 'Facebook Applications', 'SaaS', 'Sales and Marketing', 'Social Media', 'Social Media Marketing', 'Software']",3344209.0,USA,NY,2010-11-01 00:00:00.000000000,2,2011-11-28,2012-04-12,1
Efficient Cloud,['Web Hosting'],141410.0,GBR,H9,2010-10-01 00:00:00.000000000,1,2011-04-01,2011-04-01,0
The Fab Shoes,"['E-Commerce', 'Fashion', 'Shoes', 'Women']",16576852.052269405,ESP,56,2012-03-01 00:00:00.000000000,2,2012-02-01,2012-08-01,1
The FeedRoom,['Public Relations'],69300000.0,USA,NY,1999-09-01 00:00:00.000000000,7,2000-08-22,2008-07-09,1
The Fizzback Group,"['Customer Service', 'E-Commerce']",5000000.0,GBR,H9,2005-01-01 00:00:00.000000000,1,2007-03-01,2007-03-01,1
THE FOIRE SAS,"['E-Commerce', 'Fashion']",15698415.835953712,FRA,A8,2012-09-01 00:00:00.000000000,1,2015-06-01,2015-06-01,0
The Football Social Club,"['Soccer', 'Social Media', 'Social Network Media', 'Sports']",860760.0,FRA,A8,2009-07-01 00:00:00.000000000,2,2009-07-07,2011-09-15,0
Fridge,"['Curated Web', 'Photo Sharing', 'Social Network Media']",15515606.656651298,SGP,unknown,2006-04-21 13:31:02.880490288,1,2010-08-02,2010-08-02,1
The Gifts Project,"['E-Commerce', 'Entertainment', 'Facebook Applications', 'Gift Card', 'Private Social Networking', 'Social Commerce', 'Social Network Media']",1000000.0,ISR,5,2009-11-01 00:00:00.000000000,2,2009-12-01,2010-12-23,1
The Home Salon,['Beauty'],16226805.084210526,IND,16,2011-04-22 13:31:02.880490288,1,2015-08-03,2015-08-03,0
The Jacksonville Bank,['Finance'],4000000.0,USA,FL,1997-01-01 00:00:00.000000000,1,2013-10-07,2013-10-07,1
The Kernel,"['News', 'Publishing']",30000.0,GBR,H9,2011-12-19 00:00:00.000000000,1,2012-03-05,2012-03-05,1
The Lions,"['Consulting', 'Recruiting', 'Sales and Marketing', 'Search']",250000.0,USA,CA,2010-04-01 00:00:00.000000000,1,2011-04-01,2011-04-01,0
The Little Blue Book Mobile,"['Doctors', 'Medical Professionals', 'Mobile Commerce']",10000000.0,USA,CT,1987-01-01 00:00:00.000000000,1,2010-12-07,2010-12-07,1
The Locker Room,['Technology'],41358853.86867132,USA,CA,2015-03-06 00:00:00.000000000,1,2015-03-20,2015-03-20,0
The Logic Group,"['Customer Service', 'Mobile Payments', 'Payments']",21214175.002838995,GBR,F2,1986-01-01 00:00:00.000000000,1,2011-07-01,2011-07-01,1
The Luxury Club,['Fashion'],15698415.835953712,FRA,A8,2010-01-01 00:00:00.000000000,1,2011-09-26,2011-09-26,0
The Micro,['Hardware + Software'],3401361.0,USA,MD,2010-01-24 13:31:02.880490288,1,2014-05-07,2014-05-07,0
The New Forests Company,['Clean Technology'],8500000.0,GBR,H9,2004-06-18 13:31:02.880490288,2,2008-09-29,2009-10-01,0
Niche,"['Social Media', 'Social Media Marketing', 'Software']",3050000.0,USA,NY,2013-06-01 00:00:00.000000000,2,2013-11-22,2014-05-15,1
The Noble Porter,"['Application Platforms', 'Delivery', 'Services']",233129.0,SGP,unknown,2015-07-07 00:00:00.000000000,1,2015-07-07,2015-07-07,0
The Old Reader,"['Internet', 'Subscription Businesses', 'Web Tools']",2000000.0,RUS,48,2012-01-01 00:00:00.000000000,1,2013-08-01,2013-08-01,0
1-Page,"['Career Management', 'Consumer Internet', 'Data Mining', 'Human Resources', 'Marketplaces', 'Recruiting', 'SaaS', 'Software']",21400000.0,USA,CA,2012-02-01 00:00:00.000000000,5,2012-04-01,2015-02-20,1
The Parkmead Group,"['Energy Efficiency', 'Oil & Gas', 'Renewable Energies']",66000000.0,GBR,T5,2009-10-17 13:31:02.880490288,1,2014-01-28,2014-01-28,0
The Point,['Curated Web'],7300000.0,USA,IL,2003-07-21 13:31:02.880490288,2,2007-11-01,2008-02-01,0
The Right Place,['Health Care Information Technology'],2000000.0,USA,TX,2014-01-01 00:00:00.000000000,1,2015-10-20,2015-10-20,0
The RightsXchange (TRX),"['Internet', 'Marketplaces', 'Media']",2600000.0,SGP,unknown,2015-02-01 00:00:00.000000000,1,2015-10-01,2015-10-01,0
The Shared Web,"['Curated Web', 'Finance']",350000.0,USA,NY,2006-07-21 13:31:02.880490288,3,2010-11-01,2011-02-03,1
The Society,"['Hospitality', 'Lifestyle', 'Travel', 'Vacation Rentals']",1500000.0,USA,CO,2007-01-01 00:00:00.000000000,2,2007-01-01,2008-06-01,0
The Switch,"['Energy Efficiency', 'Solar', 'Wind']",8963175.0,USA,MA,2007-01-19 13:31:02.880490288,1,2011-05-02,2011-05-02,1
Trunk Club,"['Fashion', 'Retail']",12444994.0,USA,IL,2009-01-01 00:00:00.000000000,4,2010-05-13,2011-09-08,1
The .tv Corporation,['Games'],41358853.86867132,USA,VA,1998-01-01 00:00:00.000000000,1,2000-03-30,2000-03-30,1
The Urban Roosters,"['Entertainment', 'Music', 'Music Venues']",37484.0,ESP,27,2014-11-21 00:00:00.000000000,1,2014-11-21,2014-11-21,0
The Virtual Pulp Company,"['Advertising', 'Classifieds']",250000.0,SWE,26,2013-07-01 00:00:00.000000000,1,2013-07-01,2013-07-01,0
The Wedding Favor,['Social Media'],100000.0,SGP,unknown,2010-08-01 00:00:00.000000000,1,2010-08-01,2010-08-01,0
The Wet Seal,['E-Commerce'],27000000.0,USA,CA,2009-12-25 13:31:02.880490288,1,2014-04-07,2014-04-07,1
The Whoot,"['Curated Web', 'Networking']",41358853.86867132,USA,PA,2012-01-01 00:00:00.000000000,1,2012-01-01,2012-01-01,0
theAudience,['Social Media'],20000000.0,USA,CA,2011-04-01 00:00:00.000000000,1,2012-11-19,2012-11-19,1
LikeIt.com,"['Online Dating', 'Social Media', 'Social Search']",1720000.0,USA,CA,2011-08-16 00:00:00.000000000,2,2012-04-01,2013-01-18,0
TheFanLeague,"['Fantasy Sports', 'Games', 'Mobile Games', 'Sports']",25000.0,SGP,unknown,2013-03-01 00:00:00.000000000,1,2013-03-01,2013-03-01,1
"TheFind, Inc.","['Coupons', 'E-Commerce', 'Lifestyle Products', 'Local', 'Mobile', 'Online Shopping', 'Search', 'Shopping']",26000000.0,USA,CA,2006-10-01 00:00:00.000000000,3,2005-02-01,2007-07-12,1
TheMarkets,['Finance'],30000000.0,USA,NY,2000-01-01 00:00:00.000000000,1,2007-07-12,2007-07-12,1
